,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 영화키스톤건축사사무소,y
0,2021-01-04,0.9942866191754999,0.9796425109957444,1.005567458188479,0.9942866191754999,0.9942866191754999,-0.0009962439353506307,-0.0009962439353506307,-0.0009962439353506307,-0.0009962439353506307,-0.0009962439353506307,-0.0009962439353506307,0.0,0.0,0.0,0.9932903752401493,0.9994
1,2021-01-05,0.994297679893863,0.9829648363128782,1.0089145598995086,0.994297679893863,0.994297679893863,0.0011075618361138504,0.0011075618361138504,0.0011075618361138504,0.0011075618361138504,0.0011075618361138504,0.0011075618361138504,0.0,0.0,0.0,0.9954052417299768,0.9964500343
2,2021-01-07,0.9943198013305891,0.9802481806259515,1.0039284463196418,0.9943198013305891,0.9943198013305891,-0.0018285819436107997,-0.0018285819436107997,-0.0018285819436107997,-0.0018285819436107997,-0.0018285819436107997,-0.0018285819436107997,0.0,0.0,0.0,0.9924912193869783,0.9963499938
3,2021-01-08,0.9943308620489522,0.9826709859377796,1.0070010071610802,0.9943308620489522,0.9943308620489522,0.000287422039957073,0.000287422039957073,0.000287422039957073,0.000287422039957073,0.000287422039957073,0.000287422039957073,0.0,0.0,0.0,0.9946182840889092,0.9965500891
4,2021-01-11,0.9943640442040413,0.981663437362465,1.0061707324287585,0.9943640442040413,0.9943640442040413,-0.000996243935350763,-0.000996243935350763,-0.000996243935350763,-0.000996243935350763,-0.000996243935350763,-0.000996243935350763,0.0,0.0,0.0,0.9933678002686905,0.9965503084
5,2021-01-12,0.9943751049224044,0.9832599142923898,1.0076603611944788,0.9943751049224044,0.9943751049224044,0.0011075618361144422,0.0011075618361144422,0.0011075618361144422,0.0011075618361144422,0.0011075618361144422,0.0011075618361144422,0.0,0.0,0.0,0.9954826667585189,0.9965502051
6,2021-01-15,0.9944082870774936,0.9833123748831525,1.0070923151858995,0.9944082870774936,0.9944082870774936,0.00028742203996141283,0.00028742203996141283,0.00028742203996141283,0.00028742203996141283,0.00028742203996141283,0.00028742203996141283,0.0,0.0,0.0,0.9946957091174551,1.0010999627
7,2021-01-18,0.9944414693638314,0.9809604762576714,1.006003328605822,0.9944414693638314,0.9944414693638314,-0.0009962439353491464,-0.0009962439353491464,-0.0009962439353491464,-0.0009962439353491464,-0.0009962439353491464,-0.0009962439353491464,0.0,0.0,0.0,0.9934452254284822,0.9964584784
8,2021-01-21,0.9944746516501692,0.9805020521238427,1.004728591049019,0.9944746516501692,0.9944746516501692,-0.0018285819436123954,-0.0018285819436123954,-0.0018285819436123954,-0.0018285819436123954,-0.0018285819436123954,-0.0018285819436123954,0.0,0.0,0.0,0.9926460697065569,0.9908270239
9,2021-01-22,0.9944857124122819,0.9825013805786401,1.0075668462431668,0.9944857124122819,0.9944857124122819,0.00028742203995201014,0.00028742203995201014,0.00028742203995201014,0.00028742203995201014,0.00028742203995201014,0.00028742203995201014,0.0,0.0,0.0,0.9947731344522339,0.9904063412
10,2021-01-25,0.9945188946986198,0.9815454094663117,1.0069945828154183,0.9945188946986198,0.9945188946986198,-0.0009962439353497286,-0.0009962439353497286,-0.0009962439353497286,-0.0009962439353497286,-0.0009962439353497286,-0.0009962439353497286,0.0,0.0,0.0,0.9935226507632701,0.9904557916
11,2021-01-26,0.9945299554607324,0.9833075216858782,1.0079013085522879,0.9945299554607324,0.9945299554607324,0.0011075618361128113,0.0011075618361128113,0.0011075618361128113,0.0011075618361128113,0.0011075618361128113,0.0011075618361128113,0.0,0.0,0.0,0.9956375172968452,0.9904756992
